type;phone;title;dataId;rating;address;placeId;reviews;website;position;thumbnail;description;keyword.ll;keyword.keyword;gpsCoordinates.latitude;gpsCoordinates.longitude;serviceOptions.0;serviceOptions.1;serviceOptions.2;serviceOptions.3;serviceOptions.4;serviceOptions.5;serviceOptions.6
Research institute;+43 2243 9000;I02 Raiffeisen Lecture Hall;0x476d0c218de552ab:0xdb9f13fd6ea23982;;Am Campus 1, 3400 Klosterneuburg, Austria;ChIJq1LljSEMbUcRgjmibv0Tn9s;;http://ist.ac.at/;9;https://lh5.googleusercontent.com/p/AF1QipM0e4NWPfpFVB_mNNQt36g2B_JLj0sQLnUx_dSU=w116-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Klosterneuburg;48.3100241;16.2591389;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Restaurant;+43 664 4982774;Fliegerstüberl;0x476dca35f42482ab:0x6d70e6bedf54fdcb;4.6;Wienerstraße 120, 2700 Wiener Neustadt, Austria;ChIJq4Ik9DXKbUcRy_1U377mcG0;1354;undefined;9;https://lh5.googleusercontent.com/p/AF1QipN7vOswsQT6MOGCsR98I9058d8mADGOLxpkKbA=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.845377;16.2505201;Outdoor seating;Takeaway;Dine-in;Delivery;;;
;;Ternitz;0x476dda7eb7bb9eab:0xeac0fbb74e1c759c;;2630, Austria;ChIJq567t37abUcRnHUcTrf7wOo;;http://www.ternitz.at/;4;https://lh5.googleusercontent.com/p/AF1QipNB3Uz1UDxjFMeQkHkKQab0SXIvgaecgGSJGKnT=w178-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Ternitz;47.713304699999995;16.0314764;;;;;;;
Insurance company;+43 7472 62174;Niederösterreichische Versicherung AG - Kundenbüro Amstetten;0x47724892d3609843:0x5ca273582a896a05;4.7;Mozartstraße 30, 3300 Amstetten, Austria;ChIJQ5hg05JIckcRBWqJKlhzolw;15;https://www.nv.at/kundenbuero-amstetten;5;https://lh5.googleusercontent.com/p/AF1QipPUHHKqapM5VUeUNZsaiCB0OuPfu5mhyZ6GVtiM=w163-h92-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group (vig) in AT, Lower Austria, Amstetten;48.12417;14.8829199;Wheelchair-accessible car park;;;;;;
Counselor;+43 650 5720825;Mag. Sonja Vigl;0x479d6f4e02a29343:0xdc8ddafe73e9a302;;Meinhardstraße 5, 6020 Innsbruck, Austria;ChIJQ5OiAk5vnUcRAqPpc_7ajdw;;http://www.psychologische-beratung-innsbruck.com/;3;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bmhVqrzHEd0yeR6oxYR_Qg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=90.673386&pitch=0&thumbfov=100;;@40.7455096,-74.0083012,14z;vig in AT, Tyrol, Innsbruck;47.265861799999996;11.3992566;Toilets;;;;;;
;+43 673 5771136;Kulturkeller Ternitz;0x476dda7b96eaaaab:0xba70358160cd793b;5;Franz-Dinhobl-Straße 2, 2630 Ternitz, Austria;ChIJq6rqlnvabUcRO3nNYIE1cLo;1;undefined;16;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KcEIx_MIGxKVeW4du_nT7A&cb_client=search.gws-prod.gps&w=80&h=92&yaw=299.16675&pitch=0&thumbfov=100;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Ternitz;47.7153218;16.0347772;;;;;;;
Restaurant;+43 680 3295574;Big11;0x476db0f54808abab:0xe588b50b49775de8;3.8;Waltersdorfer Str. 31, 2500 Baden, Austria;ChIJq6sISPWwbUcR6F13SQu1iOU;380;http://www.big11.eu/;35;https://lh5.googleusercontent.com/p/AF1QipNUMYHrnHcTUKEocmUUcGBkelw4udkreGUjIQGY=w137-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Mödling;48.001287999999995;16.248068;Kerbside pickup;No-contact delivery;Delivery;Takeaway;Dine-in;;
Student dormitory;+43 2732 83541;Kolping Campus Krems;0x47728448b26ab8ab:0xccd8356a622aec8f;4.2;Alauntalstraße 95 + 97, 3500 Krems an der Donau, Austria;ChIJq7hqskiEckcRj-wqYmo12Mw;256;http://www.krems.kolping.at/;6;https://lh5.googleusercontent.com/p/AF1QipMRaTuR8TwmxmMnW-9b6U84aZ2HUgDxRYho8Lbc=w138-h92-k-no;Low-key lodging with free breakfast. Unassuming rooms with kitchenettes in a simple student-housing lodging with a gym & free breakfast.. . t;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Krems an der Donau;48.4082933;15.5886341;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Insurance broker;+43 3687 23753500;Winter Versicherungsmakler Ges.m.b.H.;0x476e1e988e43c043:0xf2a7611bdac85641;5;Wr. Str. 45, 8605 Kapfenberg, Austria;ChIJQ8BDjpgebkcRQVbI2hthp_I;4;http://www.makler-winter.at/;2;https://lh5.googleusercontent.com/p/AF1QipOaACjYKZZxOfv2SLNCAO3nxnIPcJYa6RL-RVp-=w163-h92-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group (vig) in AT, Styria, Kapfenberg;47.444418399999996;15.292630299999999;Wheelchair-accessible car park;;;;;;
;;Mödling District;0x476da565f536d6ab:0x5954f7d14ec9d2b1;;Austria;ChIJq9Y29WWlbUcRsdLJTtH3VFk;;undefined;34;https://lh5.googleusercontent.com/p/AF1QipPvZy_mFnOZWFbLG9drm1-Q54AeyY1BjoxIHR3k=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Mödling;48.070481;16.2113027;;;;;;;
Japanese grocery store;+43 2622 22600;Asian Shop;0x476dcb8dbe6dcca9:0x90010184e80b8f68;4.2;Bahngasse 48, 2700 Wiener Neustadt, Austria;ChIJqcxtvo3LbUcRaI8L6IQBAZA;85;undefined;76;https://lh5.googleusercontent.com/p/AF1QipMMzH6vKFAX_zTi7iy1VWQ2l3jymQTj1dRbey_z=w80-h106-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.811673299999995;16.236243899999998;Debit cards;NFC mobile payments;Credit cards;;;;
Insurance company;+43 50 3504 5000;Wiener Städtische Versicherung AG Vienna Insurance Group Landesdirektion Salzburg;0x47769109cfd8d2a9:0xfb308e9f5ec018d5;3.6;Max-Ott-Platz 3, 5020 Salzburg, Austria;ChIJqdLYzwmRdkcR1RjAXp-OMPs;43;https://www.wienerstaedtische.at/privatkunden.html;2;https://lh5.googleusercontent.com/p/AF1QipPS5ql3YnDlXgR0DBY339AVW-G7N8O0uxiI-fo3=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group (vig) in AT, Salzburg, Hallein;47.8082692;13.041697099999999;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Hotel;+43 4350 8167;Hotel Alpengasthof Hochegger;0x47703ae8a2c9e443:0x9bda149b3b7e4a9f;4.4;Klippitztörl 25, 9462 Wolfsberg, Austria;ChIJQ-TJoug6cEcRn0p-O5sU2ps;296;https://www.hochegger-klippitz.at/;13;https://lh5.googleusercontent.com/p/AF1QipMCf9gSvQXVDt5kKNwaDWFZYvKIiSsebrawY31p=w304-h92-k-no;Cozy hotel with dining & mountain views. Down-to-earth hotel featuring mountain views, plus a warm eatery & a spa area.. . t;@40.7455096,-74.0083012,14z;vig in AT, Carinthia, Wolfsberg;46.943847399999996;14.691706;;;;;;;
Garden;+43 662 6234114373;Volksgarten Salzburg;0x4776908dddf3fb43:0x25067115229bf8d7;4.5;Hundertwasser Allee, 5020 Salzburg, Austria;ChIJQ_vz3Y2QdkcR1_ibIhVxBiU;1276;undefined;1;https://lh5.googleusercontent.com/p/AF1QipO8K_6r5a-d9Of6y_0j9mstnak0nwi_UY4lWy3J=w122-h92-k-no;Sporty city park with 2 pools & ice rink. Big urban park with 2 outdoor pools, an ice rink, beach volleyball & soccer courts & gym equipment.. . t;@40.7455096,-74.0083012,14z;vig in AT, Salzburg, Salzburg;47.797258899999996;13.0596369;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Art museum;+43 2243 87087;museum gugging;0x476d0c238d1c0443:0xa9bc420a96b79dcc;4.6;Am Campus 2, 3400 Klosterneuburg, Austria;ChIJQwQcjSMMbUcRzJ23lgpCvKk;311;http://www.museumgugging.at/;17;https://lh5.googleusercontent.com/p/AF1QipMZAvzZz7J7CUqvPKdw3fGmlaxAO0GLrAjWcIr6=w137-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Klosterneuburg;48.313058399999996;16.258331899999998;Assisted listening devices;Wheelchair-accessible car park;Wheelchair-accessible entrance;Wheelchair-accessible toilet;;;
Insurance company;;Team s Versicherung - LD Salzburg - WIENER STÄDTISCHE Versicherung AG Vienna Insurance Group;0x4776916342c684a9:0xf31bec7e4976d8ba;1;MO1 Max-Ott-Platz, 3, 5020 Salzburg, Austria;ChIJqYTGQmORdkcRuth2SX7sG_M;1;https://www.s-versicherung.at/de/home;2;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5uyMjLuOSnAiOSHsiCIMsA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=172.7433&pitch=0&thumbfov=100;;@40.7455096,-74.0083012,14z;vienna insurance group in AT, Salzburg, Salzburg;47.8087661;13.040961699999999;Wheelchair-accessible car park;;;;;;
Supermarket;+43 57 0303 3031;HOFER Wiener Neustadt;0x476dcc7adc9736ab:0x83e8e7226f6aaf9d;4.4;Günser Str. 40, 2700 Wiener Neustadt, Austria;ChIJqzaX3HrMbUcRna9qbyLn6IM;866;https://www.hofer.at/;57;https://lh5.googleusercontent.com/p/AF1QipNDj2m3d2Zi-BQ09IH9oaO9F4_jthLVvjv_AcjA=w163-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.8026858;16.241132099999998;In-store shopping;Delivery;Same-day delivery;;;;
Hotel;+43 2732 71123;arte Hotel Krems;0x4772844917765faf:0x47ff44908ae44163;4.3;Dr.-Karl-Dorrek-Straße 23, 3500 Krems an der Donau, Austria;ChIJr192F0mEckcRY0HkipBE_0c;502;https://www.arte-krems.at/;78;https://lh3.googleusercontent.com/gps-proxy/ALd4DhGmySYwt5PyKMGyl_HYhktKvIv5lxgi2Z1WYQzg_Of5wTgCine0BACmcW76xMDgJP1RuOc2rjzIhv-7minIs0uUg_Uabixdp-HxpaIJQilyj6nLT9MZvuontvCOzfIP8nPMInAJZeZVeZYr2kv00GN48zRRnUTeO4y2QOAxtcZMjDTYz9TXpdE=w134-h92-k-no;Modern hotel with a 24-hour bar. Colorful rooms & suites in a contemporary hotel with a 24-hour bar, plus free breakfast.. . t;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Krems an der Donau;48.407886399999995;15.5847085;;;;;;;
Fast food restaurant;+43 2732 85081;McDonald's Krems;0x4772845955555247:0x3c19851e0e4fab6e;3.9;Wr. Str. 96/102, 3500 Krems an der Donau, Austria;ChIJR1JVVVmEckcRbqtPDh6FGTw;2017;https://www.mcdonalds.at/;34;https://lh5.googleusercontent.com/p/AF1QipNcsK2eI7HIhEmhAl3BZVVU1OdB6wWmdScyJVIE=w137-h92-k-no;Iconic fast-food burger & fries chain. Classic, long-running fast-food chain known for its burgers & fries.. . t;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Krems an der Donau;48.416651699999996;15.6225469;Outdoor seating;Drive-through;Takeaway;Dine-in;;;
Restaurant;+43 2236 24481;Mautwirtshaus;0x476daf0bc494a7ad:0x3658efba57a4db7d;4.5;Kaiserin Elisabethstr. 22, 2340 Mödling, Austria;ChIJraeUxAuvbUcRfdukV7rvWDY;1088;https://www.mauts.at/;12;https://lh5.googleusercontent.com/p/AF1QipOmhJf_Kk3Mt-tdGZaxSwM80Ha2iwnj4oRDPxal=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Mödling;48.0839321;16.2826703;Outdoor seating;Takeaway;Dine-in;Delivery;;;
Restaurant;+43 2236 866327;Haus der Biere;0x476daf0bd03ee4ad:0xb7e11fdba66ddc08;4.6;Kaiserin Elisabethstr. 21, 2340 Mödling, Austria;ChIJreQ-0AuvbUcRCNxtptsf4bc;801;https://www.hausderbiere.com/;23;https://lh5.googleusercontent.com/p/AF1QipO2cajDzqJ0-Y-1v_XhMKsFwdK2a0SkPny_I_wY=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Mödling;48.083662399999994;16.2827478;Outdoor seating;Takeaway;Dine-in;Delivery;;;
Chinese restaurant;+43 2630 33267;Asia Garten Chinarestaurant;0x476dd087957d1245:0xd901c2557e1700ea;4.5;Triester Str. 61, 2630 Ternitz, Austria;ChIJRRJ9lYfQbUcR6gAXflXCAdk;344;https://oymaps.com/asia-garten-chinarestaurant-703362-at;6;https://lh5.googleusercontent.com/p/AF1QipNQdp3Mhfl4DzyfOlOZ3hyBeif9IQOlg77U3Kz8=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Ternitz;47.708195499999995;16.0414411;Outdoor seating;Takeaway;Dine-in;;;;
Brunch restaurant;+43 677 61610869;Szenerie - Brunch • Lunch;0x4771df2c4fba34ad:0xf88eb12510ef6e45;4.7;Josef Graf-Gasse 4, 8700 Leoben, Austria;ChIJrTS6TyzfcUcRRW7vECWxjvg;97;undefined;4;https://lh5.googleusercontent.com/p/AF1QipNI8Z8ip83PuN2TQe4KtPjrrFw2UBPC83ZL0joT=w138-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Styria, Leoben;47.380650499999994;15.0957753;Outdoor seating;Takeaway;Dine-in;Delivery;;;
Tourist attraction;;Steg Viehofner See;0x476d81bbf4a24dad:0xf68c698075d42eaa;5;Dr. Adolf Schärf-Straße 21, 3107 St. Pölten, Austria;ChIJrU2i9LuBbUcRqi7UdYBpjPY;15;undefined;2;https://lh5.googleusercontent.com/p/AF1QipMPscYl4Tkgf6mR2r98wr9gc8DBnGeHew4WuNLp=w163-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Sankt Pölten;48.2220677;15.6480527;Good for kids;;;;;;
Hotel;+43 2739 2205;AUFREITER Wein & Marille HOTEL;0x477283dbe74709af:0xf5c9095e5321546;4.8;Dorfstraße 34, 3506 Krems an der Donau, Austria;ChIJrwlH59uDckcRRhUy5ZWQXA8;129;http://www.weinhof.at/;5;https://lh5.googleusercontent.com/p/AF1QipNaGmwPVNknZHzMTk8SMbBXCApdzcUgaENtmvKh=w138-h92-k-no;Relaxed hotel with a pool & a restaurant. Low-key quarters, some with balconies, plus a seasonal outdoor pool & an unfussy restaurant.. . t;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Krems an der Donau;48.3792871;15.6542403;;;;;;;
Insurance broker;+43 57 800 500;Aon Austria GmbH;0x477248e2d3827645:0x3ae5af82c2d1c8be;4.3;Kaspar-Brunner-Straße 4, 3300 Amstetten, Austria;ChIJRXaC0-JIckcRvsjRwoKv5To;15;http://www.aon-austria.at/;1;https://lh5.googleusercontent.com/p/AF1QipMcRYYbXUtMsrQVrSuxL7FbMxGyaZ_vI-foxIDP=w163-h92-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group (vig) in AT, Lower Austria, Amstetten;48.1254516;14.8583704;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Restaurant;+43 2236 866655;Phoenix 7;0x476daf02d2337c45:0xd5ca9198bc44965d;4.3;Neudorfer Str. 7, 2340 Mödling, Austria;ChIJRXwz0gKvbUcRXZZEvJiRytU;2598;http://www.phoenix7.at/;7;https://lh3.googleusercontent.com/gps-proxy/ALd4DhFKuVE99IAEVD-l6v9qTKC8wnmUyCnq1Q0iKQHEKXfkii_3TqSO4KR6C-_LLEOR8FdCZ6FMHDa76d7az_g1lm_v0cXyuVbulosi6JdgUCkqlMgNzR7hPXFXPqXD70irEPJV108eBvHZHquBPMAN0jp3EkRInkufm3K22H3lRUuwnkCQhO3jTeXY1g=w136-h92-k-no;Modern hotel with free breakfast. Relaxed lodging offering free Wi-Fi & breakfast, along with an Asian restaurant, a bar & a terrace.. . t;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Mödling;48.087300899999995;16.304240099999998;Outdoor seating;Kerbside pickup;Takeaway;Dine-in;Delivery;;
Fast food restaurant;+43 664 5487857;BigDiner Restaurant - Wr. Neudorf;0x476daf25aced75ad:0x21ea40a86f2284c5;4.4;IZ NÖ-Süd Str. 3 objekt 74, 2355 Wiener Neudorf, Austria;ChIJrXXtrCWvbUcRxYQib6hA6iE;74;https://bigdiner-lieferung.at/;78;https://lh5.googleusercontent.com/p/AF1QipOUZxrXfTxJ84hck8bbUS8flzCFDmutb6_5EBJS=w80-h106-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;48.075732099999996;16.318414;Kerbside pickup;Delivery;Takeaway;Dine-in;;;
Restaurant;+43 2622 22551;Restaurant Katana Kafe & Grill;0x476dca4b1b3c8945:0x7e8764916561a72d;4.5;Ferdinand-Graf-von-Zeppelin-Straße 1, 2700 Wiener Neustadt, Austria;ChIJRYk8G0vKbUcRLadhZZFkh34;145;https://katana-kafe.eatbu.com/;36;https://lh5.googleusercontent.com/p/AF1QipP3uR5hPVIlkD1u6PAKiSyjFhAUweFlsgnd89zT=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.842607799999996;16.2528441;Outdoor seating;Takeaway;Dine-in;Delivery;;;
Vocational secondary school;+43 2236 408;Höhere Technische Bundeslehr- und Versuchsanstalt (HTL) Mödling;0x476dafaedba189b3:0xf15fc55cfbdcb69b;3.7;Technikerstraße 1/5, 2340 Mödling, Austria;ChIJs4mh266vbUcRm7bc-1zFX_E;261;https://htl.moedling.at/;26;https://lh5.googleusercontent.com/p/AF1QipOpY53UxBxyUcIifAPg_O7iv05pVQBwKPQSuDPt=w236-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Mödling;48.073640499999996;16.2891407;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Restaurant;+43 2622 25974;Pizzeria Ristorante da Sergio;0x476dcb9776f085b3:0xc6b8633048921821;4.7;Kaiserbrunngasse 8-12, 2700 Wiener Neustadt, Austria;ChIJs4XwdpfLbUcRIRiSSDBjuMY;112;https://www.pizzeria-dasergio.at/;48;https://lh5.googleusercontent.com/p/AF1QipN_7SpfP5hbt746mWG4QcMM3vOG6VLZc3ONJNsd=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.8185289;16.2481077;Outdoor seating;Delivery;Takeaway;Dine-in;;;
;+43 2732 76716;Krems;0x477283e6258999b3:0xa663516c48a0746;;Oskar-Werner-Weg 2, 3511 Krems an der Donau, Austria;ChIJs5mJJeaDckcRRgeKxBY1Zgo;;undefined;48;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ASZTZ4kRAtrcgUGywHBoNg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=34.89086&pitch=0&thumbfov=100;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Krems an der Donau;48.3850145;15.643803499999999;;;;;;;
Condominium complex;;Vig Patrícia Dalma otthona;0x476c3d002afeeeb3:0x233ddd56c69fc5;;Sopron, Ferenczy János u. 35, 9400, Hungary;ChIJs-7-KgA9bEcRxZ_GVt09IwA;;undefined;10;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eNEjqq0ZJvZk2j2vn0Ahsw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=319.7799&pitch=0&thumbfov=100;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Traiskirchen;47.6895642;16.5861762;;;;;;;
Tobacco shop;+43 2732 76983;Tabak Trafik Reinhold Berger;0x4772847d0781c84b:0xc622a112cb920b22;4.5;Ob. Landstraße 26, 3500 Krems an der Donau, Austria;ChIJS8iBB32EckcRIguSyxKhIsY;43;undefined;53;https://lh5.googleusercontent.com/p/AF1QipPSHkvKDfZkPkbLSUPMp7CwXLJVkd6rFEqsYZhN=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Krems an der Donau;48.4104463;15.5974562;Delivery;Same-day delivery;;;;;
Winery;+43 2732 8551133;Winzer Krems eG - Weinerlebnis SANDGRUBE 13 wein.sinn;0x4772848a1c91b0b1:0xb875e15dae6b414d;4.7;Sandgrube 13, 3500 Krems an der Donau, Austria;ChIJsbCRHIqEckcRTUFrrl3hdbg;185;https://www.winzerkrems.at/;16;https://lh5.googleusercontent.com/p/AF1QipOs615s0SNoUnIm1Cf-TQX_ogicFo-LgIArBg5a=w138-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Krems an der Donau;48.4203152;15.6181225;Wheelchair-accessible car park;Wheelchair-accessible entrance;Wheelchair-accessible toilet;;;;
;;Salzburg;0x47769adda908d4b1:0xc1e183a1412af73d;;Austria;ChIJsdQIqd2adkcRPfcqQaGD4cE;;http://www.stadt-salzburg.at/;1;https://lh5.googleusercontent.com/p/AF1QipMOuGNUtdEMMGxpmK-9YFGnzF6cy-iI5B7B9TQ=w80-h106-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Salzburg, Ansfelden;47.801415399999996;13.044844099999999;;;;;;;
Insurance agency;+43 50 330 330;DONAU Versicherung AG St. Pölten | Landesdirektion Niederösterreich;0x477278a701efed49:0x1d3bd9f3251d2fd;3.8;Schulring 23, 3100 St. Pölten, Austria;ChIJSe3vAad4ckcR_dJRMp-90wE;22;undefined;2;https://lh5.googleusercontent.com/p/AF1QipN6Y-QeYNG6AKQwqkcKXc-kVST9GwqPQ4wEue5w=w128-h92-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group in AT, Lower Austria, Sankt Pölten;48.2017021;15.6271396;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Supermarket;+43 59 9150 3923;BILLA;0x476dd0869f8a1749:0x1ab5b44a5f561b6d;4.2;Triester Str. 86, 2630 Ternitz, Austria;ChIJSReKn4bQbUcRbRtWX0q0tRo;290;https://www.billa.at/;15;https://lh5.googleusercontent.com/p/AF1QipNENnhyewoJ-tek5hkQ8l3d40JpP5OyBpIGqUH3=w163-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Ternitz;47.705005199999995;16.0360776;In-store pick-up;;;;;;
Software company;+43 2622 22966;PROMETA GmbH;0x476dcb8dd23b3fb1:0x67c993bf5e8a0e78;5;Bahngasse 6, 2700 Wiener Neustadt, Austria;ChIJsT870o3LbUcReA6KXr-TyWc;6;http://www.prometa.at/;75;https://lh5.googleusercontent.com/p/AF1QipMWyBnWX0OYE_71l8KJG-HxCbtZQ9dUxBW-xxyS=w109-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.810659199999996;16.2431288;;;;;;;
Insurance company;+43 50 3505 2100;Wiener Städtische Versicherung AG Vienna Insurance Group;0x476d0e3403b144b1:0x652e7c55c8d3816a;2.8;Wiener Ring 16, 2100 Korneuburg, Austria;ChIJsUSxAzQObUcRaoHTyFV8LmU;9;https://www.wienerstaedtische.at/geschaeftsstellen.html;2;https://lh5.googleusercontent.com/p/AF1QipOOKt6dOlw-vxB3L2nBUQ2yJi0Zjhni1O0ibVyS=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group in AT, Lower Austria, Klosterneuburg;48.3430738;16.3356068;Wheelchair-accessible car park;;;;;;
Restaurant;+43 2732 71615;2Stein;0x47728449144a68b1:0xef27869d3a21e1c0;4.6;Dr.-Karl-Dorrek-Straße 23, 3500 Krems an der Donau, Austria;ChIJsWhKFEmEckcRwOEhOp2GJ-8;2252;http://www.2stein.at/;11;https://lh5.googleusercontent.com/p/AF1QipM9eOpFnJ2kgIXzyI4CO8GJe8hgBaUr2IEbrS1M=w138-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Krems an der Donau;48.408130799999995;15.584759799999999;Outdoor seating;Takeaway;Dine-in;;;;
Kebab shop;+43 664 5159798;Reina Kebap & Pizza;0x476dd176b22f044b:0xb58f714fb117adb0;4.5;Werkstraße 16, 2630 Ternitz, Austria;ChIJSwQvsnbRbUcRsK0XsU9xj7U;247;undefined;3;https://lh5.googleusercontent.com/p/AF1QipNaa74SVUJY1c-uVxnJD3FdBjoy6enpeE-S6SmY=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Ternitz;47.7112039;16.0403076;Outdoor seating;Delivery;Takeaway;Dine-in;;;
Water;;Mödling;0x476dac34db3971b1:0x5d72fed785500052;3.8;Austria;ChIJsXE52zSsbUcRUgBQhdf-cl0;6;undefined;28;https://lh5.googleusercontent.com/p/AF1QipN5GAN6lHwb6tAb4YtvsT4-0_9UIIYhCutuMmHE=w163-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Mödling;48.067597799999994;16.3772052;;;;;;;
Insurance company;+43 50 3505 3000;Zulassungsstelle Wiener Städtische Versicherung AG;0x476db0f61ae717b3:0xd988e14745bac11a;4.4;Bahngasse 9, 2500 Baden, Austria;ChIJsxfnGvawbUcRGsG6RUfhiNk;44;https://www.wienerstaedtische.at/geschaeftsstellen.html;1;https://lh5.googleusercontent.com/p/AF1QipPuDYoTcIHe6bY0BU0RUJjoKHhjT4j6VXu3biAK=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group in AT, Lower Austria, Baden;48.005012;16.2383627;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Pizza delivery;+43 660 2214470;VÄN No2 Krems;0x47728534afb4ed4f:0xe677e183d8733812;4.1;u. Landstraße 73, 3500 Krems an der Donau, Austria;ChIJT-20rzSFckcREjhz2IPhd-Y;126;https://van2.orderboy.at/;7;https://lh5.googleusercontent.com/p/AF1QipNWiFuc7R19lyVSMKEnK6MvLZTy30sc9BmKszSm=w163-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Krems an der Donau;48.4124647;15.604782499999999;Delivery;Takeaway;;;;;
Clothing store;;KiK Wolfsberg;0x47702046ddf076b7:0xbf7e94bd3a2b1bd;4;Sonnhalberweg 2, 9400 Wolfsberg, Austria;ChIJt3bw3UYgcEcRvbGi00vp9ws;165;http://www.kik.at/filialfinder/3100/Wolfsberg/Sonnhalberweg;18;https://lh5.googleusercontent.com/p/AF1QipO96brYJAWkC1oDIvZMSxqSaSe7v-bTPvAUtlfW=w92-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Carinthia, Wolfsberg;46.8178029;14.8383129;In-store shopping;Delivery;Same-day delivery;;;;
Importer;+43 2622 28560;Dios Tabaco;0x476dcd042f327ab7:0xd82bacc6852e2466;4.3;Herrengasse 10, 2700 Wiener Neustadt, Austria;ChIJt3oyLwTNbUcRZiQuhcasK9g;6;https://www.diostabaco.com/;32;https://lh5.googleusercontent.com/p/AF1QipOAa-Zxcl4gdZJu0VeoM5sNQicbX-X9KzItw2wx=w137-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.8142401;16.2423799;Wheelchair-accessible car park;;;;;;
